city,lat,lng,country,id_resto,code_postale
Solarino,37.1,15.1167,Italy,548,71379
Werneck,49.9833,10.1,Germany,549,9671
Trégunc,47.8558,-3.8519,France,550,59757
Leisnig,51.1667,12.9167,Germany,551,84062
Vaprio d’Adda,45.5667,9.5333,Italy,552,13452
Wachtendonk,51.4092,6.3378,Germany,553,64782
Tortora,39.9413,15.8052,Italy,554,24470
Siena,43.3183,11.3314,Italy,555,96847
Riedering,47.8333,12.2,Germany,556,50292
Pfalzgrafenweiler,48.5283,8.5678,Germany,557,36527
Bad Soden am Taunus,50.1424,8.4997,Germany,558,77015
Origgio,45.5969,9.0183,Italy,559,66248
Taurianova,38.35,16.0167,Italy,560,79394
Capurso,41.05,16.9167,Italy,561,68326
Bois-Colombes,48.9175,2.2683,France,562,22956
Rheinbach,50.6256,6.9491,Germany,563,43464
Holzkirchen,47.8833,11.7,Germany,564,85308
Mulhouse,47.75,7.34,France,565,49271
Ploudalmézeau,48.5403,-4.6575,France,566,4741
La Rochelle,46.1591,-1.1517,France,567,86213
Breckerfeld,51.2611,7.4667,Germany,568,30905
Zeven,53.2969,9.2789,Germany,569,95219
La Mulatière,45.7281,4.8122,France,570,45581
Obrigheim,49.3522,9.0928,Germany,571,25658
Forino,40.8636,14.7369,Italy,572,44919
Scicli,36.7914,14.7025,Italy,573,97286
Marly,50.3489,3.5442,France,574,64965
Ala,45.75,11.0,Italy,575,3503
Nierstein,49.8694,8.3375,Germany,576,76257
Motta San Giovanni,38.0,15.7,Italy,577,79880
Saint-Cyr-l’École,48.8003,2.0625,France,578,35621
Serris,48.8564,2.7861,France,579,70305
Beaucourt,47.4861,6.9253,France,580,98750
Saint-Cyprien,42.6181,3.0064,France,581,26510
Barentin,49.5444,0.9536,France,582,43189
Montesano sulla Marcellana,40.2833,15.7,Italy,583,92215
Sceaux,48.7786,2.2906,France,584,2423
Arnstedt,51.6833,11.4667,Germany,585,56648
San Canzian d’lsonzo,45.8,13.4667,Italy,586,60779
Tourcoing,50.7239,3.1612,France,587,59580
Buttstädt,51.1167,11.4167,Germany,588,80535
Bethoncourt,47.5344,6.8039,France,589,11052
Thann,47.8067,7.1044,France,590,30465
Sannicola,40.1,18.0667,Italy,591,72105
Lazise,45.5053,10.7325,Italy,592,99495
Altlandsberg,52.5667,13.7331,Germany,593,68146
Offenbach an der Queich,49.1977,8.1974,Germany,594,13380
Saint-André-de-Cubzac,44.9947,-0.4458,France,595,15912
Schulzendorf,52.3667,13.5831,Germany,596,99548
Rosignano Marittimo,43.4,10.4667,Italy,597,82190
Schlangenbad,50.0929,8.1019,Germany,598,61707
Garges-lès-Gonesse,48.9728,2.4008,France,599,9286
Corigliano Calabro,39.6,16.5167,Italy,600,98369
Marienberg,50.6508,13.1647,Germany,601,94638
Oberkochen,48.7839,10.1053,Germany,602,98816
Le Perray-en-Yvelines,48.6942,1.8542,France,603,62964
Sauerlach,47.9667,11.65,Germany,604,19436
Capannori,43.8756,10.5736,Italy,605,12759
San Cesario sul Panaro,44.5667,11.0333,Italy,606,33437
Templeuve,50.5267,3.175,France,607,33381
Kall,50.5497,6.5497,Germany,608,68946
Azzano Decimo,45.8833,12.7167,Italy,609,1263
La Chapelle-sur-Erdre,47.2989,-1.5528,France,610,85514
Wurzen,51.3667,12.7167,Germany,611,89257
Les Herbiers,46.8711,-1.0136,France,612,54431
Ponte Buggianese,43.8408,10.7475,Italy,613,51513
Argentan,48.7444,-0.0203,France,614,10239
Galliate,45.4833,8.7,Italy,615,37287
Locorotondo,40.75,17.3167,Italy,616,35820
Ouistreham,49.2792,-0.2583,France,617,45078
Mayen,50.3333,7.2167,Germany,618,39575
Courthézon,44.0875,4.8842,France,619,17644
Sarzeau,47.5272,-2.7697,France,620,27496
Avola,36.9167,15.1333,Italy,621,21004
Baden-Baden,48.7619,8.2408,Germany,622,49989
Gruissan,43.1069,3.0883,France,623,73724
Busseto,44.9794,10.0433,Italy,624,88742
Duisburg,51.4322,6.7611,Germany,625,26226
Oleggio,45.6,8.6333,Italy,626,75416
Versmold,52.0436,8.15,Germany,627,3858
Fossombrone,43.689,12.8061,Italy,628,15138
Stadtallendorf,50.8333,9.0167,Germany,629,23656
Longiano,44.0833,12.3333,Italy,630,26670
Kirchheim bei München,48.1766,11.7556,Germany,631,23366
La Ville-aux-Dames,47.3958,0.7644,France,632,66067
Kumhausen,48.5,12.1667,Germany,633,57788
Chantonnay,46.6869,-1.0506,France,634,68006
Kemnath,49.8667,11.8833,Germany,635,12812
Étréchy,48.4931,2.1911,France,636,68037
Nackenheim,49.9153,8.3389,Germany,637,69633
Ragusa,36.925,14.7306,Italy,638,47824
Nünchritz,51.2833,13.4167,Germany,639,11325
Crégy-lès-Meaux,48.9786,2.8783,France,640,52139
Viggiù,45.8667,8.9,Italy,641,18943
Arzberg,50.0572,12.1864,Germany,642,7997
Mittenwald,47.4167,11.25,Germany,643,71975
Kirchentellinsfurt,48.5311,9.1483,Germany,644,89592
Arcore,45.6333,9.3167,Italy,645,22875
San Sebastiano al Vesuvio,40.8333,14.3667,Italy,646,42147
Moëlan-sur-Mer,47.8142,-3.6281,France,647,40420
Bernay,49.0886,0.5983,France,648,15091
Maromme,49.4819,1.0419,France,649,1070
Chagny,46.9106,4.7533,France,650,37691
Wachtberg,50.6242,7.1322,Germany,651,92893
Bareggio,45.4667,8.9833,Italy,652,8076
Serra Riccò,44.5078,8.936,Italy,653,54021
Enger,52.1333,8.5667,Germany,654,57224
Lagord,46.1894,-1.1542,France,655,43623
Alençon,48.4306,0.0931,France,656,32502
Floridia,37.0833,15.15,Italy,657,24930
Hilzingen,47.7653,8.7844,Germany,658,52222
Furth im Wald,49.3097,12.84,Germany,659,13778
Catanzaro,38.91,16.5875,Italy,660,88861
Mourenx,43.3706,-0.6294,France,661,9057
Teisendorf,47.85,12.8167,Germany,662,79334
Böblingen,48.6833,9.0,Germany,663,11000
Saint-Jacques-de-la-Lande,48.0903,-1.6956,France,664,64249
Kenzingen,48.1917,7.7683,Germany,665,7365
Castiglione dei Pepoli,44.15,11.15,Italy,666,98544
Weissach,48.8481,8.9203,Germany,667,34368
Fabriano,43.3386,12.9085,Italy,668,5471
Altenkunstadt,50.1167,11.25,Germany,669,65627
Ballan-Miré,47.3417,0.6131,France,670,84261
Grünstadt,49.5692,8.1681,Germany,671,78151
Zeulenroda,50.6333,11.9667,Germany,672,69580
Longuyon,49.4469,5.6006,France,673,81639
Chauny,49.6156,3.2192,France,674,27623
Castelnovo di Sotto,44.8167,10.5667,Italy,675,87024
Deizisau,48.7133,9.3892,Germany,676,86116
Cambiago,45.5667,9.4167,Italy,677,81878
Bosa,40.299,8.4978,Italy,678,6113
Sucy-en-Brie,48.7697,2.5228,France,679,93522
Mascali,37.7578,15.1958,Italy,680,81470
Zero Branco,45.6,12.1667,Italy,681,89685
Pontchâteau,47.4369,-2.0878,France,682,28570
Mezzolombardo,46.2097,11.0978,Italy,683,70563
Horstmar,52.0806,7.3083,Germany,684,86394
Falkenstein,50.4667,12.3667,Germany,685,53197
Quedlinburg,51.7917,11.1472,Germany,686,61033
Amantea,39.1333,16.0667,Italy,687,92249
Vidauban,43.4272,6.4319,France,688,11381
Teuchern,51.1167,12.0167,Germany,689,76093
Trilport,48.9572,2.9492,France,690,45421
Neckargemünd,49.3939,8.7975,Germany,691,39236
Uhingen,48.7058,9.5919,Germany,692,93194
Avigliana,45.0794,7.3961,Italy,693,41903
Albert,50.0019,2.6522,France,694,26668
Tassin-la-Demi-Lune,45.764,4.78,France,695,18834
Thalmässing,49.0833,11.2167,Germany,696,74469
Mansuè,45.8232,12.5356,Italy,697,68914
Goussainville,49.0325,2.4747,France,698,99313
Rivignano,45.8797,13.0425,Italy,699,78702
Münzenberg,50.4533,8.7761,Germany,700,76349
Potsdam,52.4,13.0667,Germany,701,61255
Parigné-l’Évêque,47.9364,0.3644,France,702,65222
Marignane,43.416,5.2145,France,703,91603
Narni,42.5167,12.5167,Italy,704,95597
Monte San Pietro,44.4578,11.199,Italy,705,29769
Gemona del Friuli,46.2741,13.1224,Italy,706,97853
Zogno,45.7939,9.6656,Italy,707,51621
Saronno,45.6255,9.037,Italy,708,68855
Nueil-les-Aubiers,46.9372,-0.59,France,709,45461
Gersthofen,48.4167,10.8667,Germany,710,15593
Asola,45.2167,10.4167,Italy,711,46715
Casorate Primo,45.3167,9.0167,Italy,712,31223
Montataire,49.2556,2.4383,France,713,37127
Samarate,45.6167,8.7833,Italy,714,8916
Agde,43.3108,3.4758,France,715,16896
Carrara,44.0833,10.1,Italy,716,28787
Herborn,50.6825,8.3061,Germany,717,63029
Levanto,44.1697,9.6122,Italy,718,67736
Bingen am Rhein,49.9669,7.895,Germany,719,75738
Lucera,41.5,15.3333,Italy,720,21834
Sant’Egidio alla Vibrata,42.8333,13.7167,Italy,721,66816
Nideggen,50.7,6.4833,Germany,722,56041
Nußloch,49.3236,8.6939,Germany,723,85245
Locmaria-Plouzané,48.3747,-4.6436,France,724,78572
Pouzauges,46.7822,-0.8372,France,725,87528
Bad Krozingen,47.9181,7.7025,Germany,726,4970
Saluzzo,44.6453,7.4906,Italy,727,52425
Lorsch,49.6539,8.5675,Germany,728,54371
Aubergenville,48.9583,1.855,France,729,99658
Friedeburg,53.45,7.8333,Germany,730,95362
Hallbergmoos,48.3333,11.75,Germany,731,31226
Francavilla al Mare,42.4181,14.2919,Italy,732,73506
Caraglio,44.4167,7.4333,Italy,733,87704
Gütersloh,51.9,8.3833,Germany,734,70272
Remanzacco,46.0833,13.3167,Italy,735,87543
Pilsting,48.7,12.65,Germany,736,59330
Usmate Velate,45.65,9.35,Italy,737,53418
Gonesse,48.9875,2.4494,France,738,6280
Adria,45.05,12.05,Italy,739,55879
Simbach am Inn,48.2656,13.0231,Germany,740,38655
Haiterbach,48.5244,8.6503,Germany,741,26520
Schöppingen,52.1,7.2331,Germany,742,17906
San Giovanni Valdarno,43.5644,11.5328,Italy,743,57026
Vichy,46.1278,3.4267,France,744,42449
Aniche,50.33,3.2511,France,745,13087
Valentigney,47.4625,6.8322,France,746,8581
Todi,42.7833,12.4167,Italy,747,87909
Altdorf,48.5667,12.1167,Germany,748,16219
Alezio,40.0667,18.05,Italy,749,82468
Poisy,45.9222,6.0631,France,750,58932
Sermide,45.0035,11.2929,Italy,751,89100
Meerbusch,51.2667,6.6667,Germany,752,10541
Saint-Jean-de-Maurienne,45.2767,6.345,France,753,4566
Gioiosa Marea,38.1667,14.9,Italy,754,72082
Narbonne,43.1836,3.0042,France,755,92695
Gioia Tauro,38.4333,15.9,Italy,756,46012
Massa,43.9167,10.75,Italy,757,85163
Schmalkalden,50.7167,10.45,Germany,758,29216
Freising,48.4028,11.7489,Germany,759,20143
Münsingen,48.4128,9.4953,Germany,760,78261
Blainville-sur-Orne,49.2289,-0.3,France,761,70398
San Giuliano Terme,43.7625,10.4414,Italy,762,10403
Brandis,51.3347,12.6089,Germany,763,62349
Boretto,44.9,10.55,Italy,764,63953
Dippoldiswalde,50.8933,13.6667,Germany,765,92926
Neuville-lès-Dieppe,49.9267,1.1014,France,766,16847
Rive-de-Gier,45.5294,4.6169,France,767,77285
Montluçon,46.3408,2.6033,France,768,98447
La Ville-du-Bois,48.6606,2.2692,France,769,7239
Varel,53.3969,8.1361,Germany,770,94984
La Ciotat,43.1769,5.6086,France,771,87406
Halver,51.1834,7.5027,Germany,772,10587
Castenedolo,45.4704,10.2967,Italy,773,28488
Iffezheim,48.8206,8.1422,Germany,774,49614
Oppenheim,49.8556,8.3603,Germany,775,89656
Castellamonte,45.3819,7.7106,Italy,776,72914
Rehlingen-Siersburg,49.3686,6.6786,Germany,777,41969
Mende,44.5183,3.5006,France,778,78758
San Casciano in Val di Pesa,43.6569,11.1858,Italy,779,5111
Au in der Hallertau,48.5575,11.7417,Germany,780,53569
Rodenberg,52.3128,9.3594,Germany,781,75109
Ustaritz,43.3994,-1.4564,France,782,31495
Villeparisis,48.9503,2.6025,France,783,82788
Saalfeld,50.6506,11.3542,Germany,784,52205
Sénas,43.7444,5.0786,France,785,85088
La Chapelle-Basse-Mer,47.2717,-1.3381,France,786,74941
Brive-la-Gaillarde,45.1583,1.5321,France,787,40102
Mutzig,48.5386,7.4542,France,788,3804
Borgosatollo,45.4761,10.24,Italy,789,85875
Tostedt,53.2833,9.7167,Germany,790,56964
Saint-Memmie,48.9531,4.3831,France,791,31842
Trèbes,43.2097,2.4414,France,792,44441
Oldenburg in Holstein,54.2922,10.8867,Germany,793,22017
Imperia,43.8865,8.0297,Italy,794,37914
Épône,48.9558,1.8153,France,795,84013
San Marzano sul Sarno,40.7697,14.5947,Italy,796,61944
Kreuztal,50.962,8.0064,Germany,797,84966
Castel San Giorgio,40.7833,14.7,Italy,798,50611
Spilimbergo,46.1114,12.9017,Italy,799,22471
Obersontheim,49.0578,9.8967,Germany,800,81574
Mittegroßefehn,53.3833,7.5833,Germany,801,56508
Gladenbach,50.7681,8.5828,Germany,802,87241
Campomarino,41.9567,15.0344,Italy,803,70190
Groitzsch,51.1556,12.2806,Germany,804,44403
Craponne,45.7453,4.7233,France,805,11921
Saint-Péray,44.9486,4.845,France,806,19613
Roncoferraro,45.1342,10.9524,Italy,807,67546
Cerro Maggiore,45.6,8.95,Italy,808,49408
Terni,42.5667,12.65,Italy,809,9337
Nova Siri,40.15,16.5333,Italy,810,94331
Hochheim am Main,50.0108,8.3508,Germany,811,25479
Fockbek,54.305,9.6008,Germany,812,73581
Torcy,48.8502,2.6508,France,813,81789
Bad Münder am Deister,52.1992,9.4653,Germany,814,87931
Lacanau,44.9792,-1.0794,France,815,80074
Bagnères-de-Bigorre,43.0642,0.1497,France,816,21799
Saint-Chamas,43.5503,5.0347,France,817,35862
Gomaringen,48.4519,9.0997,Germany,818,79469
Edingerhof,49.4483,8.6121,Germany,819,34074
Levico Terme,46.0167,11.3,Italy,820,82626
Nordstemmen,52.1605,9.7839,Germany,821,88186
Vignola,44.4808,11.0022,Italy,822,32233
Ergué-Gabéric,47.9961,-4.0225,France,823,9200
Itzehoe,53.925,9.5164,Germany,824,56349
Aulnay-sous-Bois,48.9386,2.4906,France,825,68278
Greiz,50.6547,12.1997,Germany,826,64295
Épinal,48.1744,6.4512,France,827,94642
Borgo,42.5539,9.4275,France,828,11477
Hambergen,53.3071,8.8264,Germany,829,63864
Geislingen,48.2875,8.8125,Germany,830,55602
Erquinghem-Lys,50.6756,2.8475,France,831,86199
Bobenheim-Roxheim,49.5839,8.3611,Germany,832,90749
Flein,49.1,9.2167,Germany,833,50028
Braunschweig,52.2692,10.5211,Germany,834,80367
Soncino,45.4,9.8667,Italy,835,6037
Grünheide,52.4167,13.8167,Germany,836,23776
Teutschenthal,51.45,11.8,Germany,837,39293
Königsee,50.6613,11.0974,Germany,838,80534
Lariano,41.7333,12.8333,Italy,839,73295
Coudekerque-Branche,51.0253,2.3917,France,840,54292
Montargis,47.9969,2.7325,France,841,31024
Chennevières-sur-Marne,48.7983,2.5339,France,842,11956
Neu-Anspach,50.3003,8.5072,Germany,843,55416
Rheurdt,51.4667,6.4667,Germany,844,76914
Petite-Rosselle,49.2117,6.8575,France,845,87188
Hünfeld,50.6667,9.7667,Germany,846,38914
Waldkirchen,48.7306,13.6011,Germany,847,38154
Cremona,45.1333,10.0333,Italy,848,18394
Artern,51.3667,11.3,Germany,849,20392
Le Puy-en-Velay,45.0433,3.885,France,850,9069
Burkardroth,50.2719,9.9894,Germany,851,79523
Nidderau,50.25,8.9,Germany,852,67874
Dießen am Ammersee,47.95,11.1,Germany,853,66790
Bruchmühlbach-Miesau,49.3861,7.4408,Germany,854,71471
Torreglia,45.3333,11.7333,Italy,855,61191
Prades-le-Lez,43.6989,3.8647,France,856,46760
Ferrière-la-Grande,50.255,3.9928,France,857,65522
Rathenow,52.6,12.3333,Germany,858,70950
Hemhofen,49.6831,10.9331,Germany,859,7273
Wendlingen am Neckar,48.6747,9.3817,Germany,860,24682
Port-la-Nouvelle,43.0206,3.0433,France,861,23758
Leporano,40.3822,17.3343,Italy,862,33972
Mariglianella,40.9167,14.4333,Italy,863,90101
Schwabhausen bei Dachau,48.2833,11.3333,Germany,864,10005
Ottaviano,40.85,14.4775,Italy,865,73746
Neustrelitz,53.3647,13.0636,Germany,866,44495
Finale Emilia,44.8319,11.2957,Italy,867,93024
Champigneulles,48.7336,6.1644,France,868,3055
Castellanza,45.6167,8.9,Italy,869,96223
Caorle,45.6003,12.8876,Italy,870,33167
Gattinara,45.6167,8.3667,Italy,871,85119
Beilngries,49.0342,11.4726,Germany,872,3256
Krailling,48.1,11.4,Germany,873,98890
Tournon-sur-Rhône,45.0672,4.8328,France,874,65211
Baud,47.8756,-3.0189,France,875,5755
Noci,40.8,17.1333,Italy,876,99221
Gengenbach,48.4042,8.0153,Germany,877,37177
Cerano,45.4,8.7833,Italy,878,82972
Laives,46.4276,11.3405,Italy,879,4846
Mellrichstadt,50.4278,10.3027,Germany,880,56933
Steinheim,51.8658,9.0944,Germany,881,41473
Erkner,52.4167,13.75,Germany,882,99562
San Filippo della Mela,38.1667,15.2667,Italy,883,70839
Mérignac,44.8386,-0.6436,France,884,69789
Ascoli Piceno,42.8547,13.5753,Italy,885,24493
Melito di Napoli,40.9167,14.2333,Italy,886,86410
Gleizé,45.9892,4.6969,France,887,41297
Ribnitz-Damgarten,54.25,12.4667,Germany,888,3344
Einhausen,49.6722,8.5451,Germany,889,55284
Flero,45.4835,10.1745,Italy,890,93575
Leverano,40.2833,18.0833,Italy,891,25315
Haiger,50.7422,8.2039,Germany,892,76652
Nocera Inferiore,40.75,14.6333,Italy,893,78609
Neuhaus am Rennweg,50.51,11.1378,Germany,894,85743
Gozzano,45.75,8.4333,Italy,895,51457
Bonchamp-lès-Laval,48.0742,-0.7014,France,896,55106
Belm,52.3,8.1333,Germany,897,14579
Libercourt,50.4839,3.0139,France,898,3861
Niedereschach,48.1317,8.5272,Germany,899,52663
Fulda,50.5528,9.6775,Germany,900,16975
Brignano Gera d’Adda,45.5333,9.6333,Italy,901,32204
Mimizan,44.2008,-1.2286,France,902,18147
Mozzate,45.6833,8.95,Italy,903,60066
Appiano Gentile,45.7383,8.9797,Italy,904,21426
Borgo San Dalmazzo,44.3333,7.4833,Italy,905,37170
Spino d’Adda,45.4,9.5,Italy,906,3606
Pontinia,41.4083,13.0443,Italy,907,21685
Castelli Calepio,45.6333,9.9,Italy,908,76873
Wolfach,48.2994,8.2228,Germany,909,59433
Arradon,47.6256,-2.8233,France,910,14298
Savona,44.308,8.481,Italy,911,43145
Cavriglia,43.5216,11.4864,Italy,912,70385
Modugno,41.0833,16.7833,Italy,913,14068
Montigny-lès-Cormeilles,48.9944,2.1958,France,914,15577
Cairo Montenotte,44.3979,8.2778,Italy,915,41692
Camerota,40.033,15.3699,Italy,916,82033
Kupferzell,49.2333,9.6833,Germany,917,39399
Vallauris,43.5805,7.0538,France,918,82690
Stegaurach,49.87,10.7822,Germany,919,18040
Norderstedt,53.7064,10.0103,Germany,920,19183
Cinquefrondi,38.4167,16.1,Italy,921,91677
Altavilla Vicentina,45.5164,11.4597,Italy,922,98389
Montlouis-sur-Loire,47.3883,0.8272,France,923,19678
Castelbuono,37.9306,14.0883,Italy,924,28184
Vergiate,45.7167,8.7,Italy,925,93682
Hagenow,53.4317,11.1931,Germany,926,30834
Castelfranco di Sotto,43.7,10.75,Italy,927,3964
Manduria,40.4028,17.6342,Italy,928,36025
Kißlegg,47.79,9.8842,Germany,929,11960
Passau,48.5667,13.4667,Germany,930,55250
Urrugne,43.3622,-1.7,France,931,25729
Esvres,47.2844,0.7861,France,932,53811
Foggia,41.4584,15.5519,Italy,933,94155
Saint-Max,48.7011,6.2067,France,934,56929
Kirchheimbolanden,49.6664,8.0117,Germany,935,54624
Euskirchen,50.6613,6.7873,Germany,936,10413
Hinte,53.4167,7.2,Germany,937,31927
Monopoli,40.95,17.3,Italy,938,76838
Laichingen,48.4897,9.6861,Germany,939,48507
Moissy-Cramayel,48.6261,2.5922,France,940,40302
Nümbrecht,50.9053,7.5422,Germany,941,51565
Giffoni Valle Piana,40.7167,14.9333,Italy,942,33530
Concordia Sagittaria,45.7667,12.85,Italy,943,2796
Capriolo,45.6373,9.9336,Italy,944,12000
Sesto Calende,45.7333,8.6333,Italy,945,18557
Beerfelden,49.5676,8.9738,Germany,946,17134
Wiedemar,51.4667,12.2036,Germany,947,23056
Osternienburg,51.8,12.0167,Germany,948,54581
Aizenay,46.74,-1.6083,France,949,57052
Segrate,45.49,9.2953,Italy,950,34373
Pontedera,43.6625,10.6328,Italy,951,57223
Guagnano,40.4,17.95,Italy,952,21639
Kandern,47.7144,7.6608,Germany,953,41412
Colomiers,43.6139,1.3367,France,954,38700
Busca,44.5167,7.4667,Italy,955,1428
Andrésy,48.9808,2.0583,France,956,51914
Ditzingen,48.8264,9.0667,Germany,957,24673
Bauvin,50.5142,2.8981,France,958,85391
Neubrandenburg,53.5569,13.2608,Germany,959,17853
Pineto,42.6167,14.0667,Italy,960,96142
Gémenos,43.2961,5.6269,France,961,28861
Bonsecours,49.4278,1.1278,France,962,21702
Fondettes,47.4042,0.5989,France,963,3067
San Giovanni Suèrgiu,39.1109,8.5225,Italy,964,64052
Schwaikheim,48.8714,9.3531,Germany,965,3993
Osnabrück,52.2789,8.0431,Germany,966,99277
Villepinte,48.955,2.541,France,967,3853
Noto,36.8833,15.0833,Italy,968,76060
Haar,48.1,11.7333,Germany,969,52137
Nervesa della Battaglia,45.8333,12.2167,Italy,970,78166
Tecklenburg,52.2194,7.8125,Germany,971,99695
Nordhorn,52.4333,7.0667,Germany,972,62530
Périgny,46.1528,-1.0964,France,973,89644
Farébersviller,49.1147,6.8636,France,974,74413
Le Mesnil-Saint-Denis,48.7436,1.9631,France,975,47665
Poggiomarino,40.8,14.55,Italy,976,71670
Albstadt,48.2119,9.0239,Germany,977,26089
Finnentrop,51.1731,7.9725,Germany,978,62587
Luzzi,39.45,16.2833,Italy,979,91261
Loro Ciuffenna,43.5867,11.6286,Italy,980,6098
Clapiers,43.6575,3.8883,France,981,72328
Gehrden,52.3135,9.6008,Germany,982,16426
Bourg-lès-Valence,44.9475,4.8953,France,983,14391
Verl,51.8831,8.5167,Germany,984,36846
Ennepetal,51.3021,7.3425,Germany,985,59082
La Tour-du-Pin,45.5658,5.445,France,986,94065
Saint-Sulpice-la-Pointe,43.7742,1.6864,France,987,59240
Vaucresson,48.8425,2.1528,France,988,48249
Bad Laer,52.1031,8.0892,Germany,989,30261
Pizzo,38.7333,16.1667,Italy,990,89759
Caivano,40.95,14.3,Italy,991,16359
Vic-le-Comte,45.6431,3.2461,France,992,20161
Chambray-lès-Tours,47.3375,0.7139,France,993,33644
Chauray,46.3606,-0.3772,France,994,52386
Calvisson,43.785,4.1922,France,995,62299
Briare,47.6381,2.7392,France,996,49193
Toulouges,42.6706,2.8319,France,997,86310
San Giovanni la Punta,37.5833,15.1,Italy,998,3870
Geisenhausen,48.4667,12.25,Germany,999,51270
