nbr_de_places,espace_enfant,service_de_payement,accessebilite_mobilite_reduite,parking,numero_tel_resto,siret,id_resto
71,0,cheque,0,1,+33 (0)3 87 37 16 03,94310551532,475
28,1,cheque,0,1,03 55 18 82 62,76942953318,476
62,1,CB,1,0,0478705768,70402187597,477
22,0,CB,0,0,0148565685,68542945940,478
26,0,CB,1,0,03 39 05 99 88,94135004681,479
79,1,CB,1,1,0170020303,82747361541,480
53,0,cheque,1,1,+33 (0)2 23 01 32 14,37964016107,481
89,1,espece,0,0,+33 (0)5 96 94 27 99,56992022550,482
98,1,cheque,1,0,+33 (0)2 54 67 35 69,53068304115,483
67,1,espece,0,0,+33 3 62 70 18 32,31262637347,484
90,0,espece,0,0,03 81 77 57 75,72415656063,485
99,0,CB,0,1,0545908292,53073365447,486
37,1,espece,0,1,02 43 86 38 69,89832735550,487
81,0,espece,0,0,+33 (0)5 63 70 40 62,22011418318,488
55,1,cheque,0,1,03 58 61 26 08,97207888361,489
35,0,cheque,0,1,+33 (0)4 38 33 71 12,21145124689,490
98,0,CB,0,0,01 74 69 40 77,11604668851,491
100,1,CB,1,1,01 69 19 62 69,46387963357,492
78,1,cheque,0,1,+33 (0)3 64 88 34 82,95283821441,493
96,1,cheque,0,0,0472279121,86216017515,494
73,0,cheque,0,0,+33 2 79 82 49 27,52380484764,495
77,1,espece,1,0,+33 (0)2 22 42 04 59,38939385720,496
60,0,cheque,0,1,+33 (0)3 71 07 84 69,86824064868,497
80,1,cheque,0,0,+33 (0)3 24 05 28 97,69500629888,498
39,1,espece,1,1,05 90 27 63 60,18157505700,499
55,1,espece,1,1,02 36 38 23 16,24179317668,500
36,1,espece,0,1,+33 (0)2 40 42 72 84,69813026006,501
33,0,espece,0,0,0458945030,13576678138,502
59,0,espece,0,1,05 47 34 68 59,51782134186,503
39,0,espece,0,0,0590105553,34631740360,504
31,0,espece,0,1,05 46 73 82 68,90229707229,505
79,0,CB,1,0,0483947285,78523619069,506
82,0,cheque,1,1,+33 (0)3 55 32 68 20,19433109842,507
60,1,espece,0,1,0344492327,40859734146,508
63,1,CB,1,0,+33 (0)4 83 83 43 99,75621834212,509
52,0,cheque,1,1,04 44 02 32 92,74094245465,510
74,0,cheque,0,0,+33 (0)4 42 51 59 89,73635237376,511
85,1,espece,0,0,03 59 99 38 61,98324003252,512
36,1,espece,1,1,+33 (0)4 85 55 84 91,41636465069,513
34,0,espece,1,0,0449260487,24993336842,514
81,1,CB,1,0,04 44 80 42 45,61095142934,515
84,1,CB,0,0,+33 4 98 40 09 21,48704555122,516
50,0,espece,1,1,02 48 61 02 70,99744394099,517
25,0,espece,1,1,0465014054,68533370613,518
42,1,cheque,1,0,+33 1 83 17 27 51,90937683160,519
84,1,CB,1,0,+33 (0)4 23 48 37 00,66758042342,520
80,0,cheque,0,1,04 37 18 28 99,65261772750,521
72,1,espece,0,0,0256508746,86238005321,522
46,1,espece,0,1,0382854742,15734162595,523
85,1,cheque,0,1,03 23 35 76 60,10952856952,524
93,1,espece,1,1,+33 (0)4 69 16 01 94,16161310309,525
100,1,CB,1,1,0561639793,46790703834,526
66,1,cheque,1,1,+33 1 77 26 54 65,17124203325,527
91,1,CB,0,0,+33 4 20 33 27 49,49742218706,528
90,0,espece,0,1,+33 (0)4 89 32 05 12,68058719886,529
75,1,cheque,1,1,+33 (0)3 67 68 77 17,45152546667,530
50,1,CB,0,0,+33 (0)2 52 94 75 67,72725720266,531
22,1,CB,0,1,03 55 20 86 58,29199858314,532
25,0,espece,1,1,0470206255,34229123412,533
72,0,CB,1,1,+33 4 30 65 31 38,12804067865,534
93,1,espece,0,0,0357621967,89449049695,535
87,0,cheque,0,0,0474699815,61412954714,536
42,1,cheque,0,0,0147727084,66457599328,537
39,0,cheque,1,0,0144739059,22235840726,538
51,1,CB,1,0,+33 1 47 78 52 01,25892156531,539
80,1,espece,1,1,02 62 33 66 99,63862158818,540
59,0,cheque,1,0,+33 (0)5 08 46 86 55,44921866006,541
47,0,cheque,1,0,04 13 22 46 19,16900962213,542
37,1,espece,0,1,+33 (0)1 88 13 08 08,88263035536,543
90,0,cheque,1,1,+33 (0)1 40 47 14 56,85962613716,544
73,1,cheque,0,1,+33 2 99 01 53 64,27912154194,545
29,1,cheque,0,1,04 73 80 16 74,71556335492,546
28,1,espece,0,1,+33 (0)5 62 95 16 28,78917184761,547
83,0,CB,0,0,+33 (0)4 68 22 83 85,76891664289,548
99,1,cheque,0,1,+33 5 87 61 58 94,81441325440,549
51,0,espece,0,1,+33 (0)4 50 49 87 74,40640805666,550
27,0,cheque,1,1,01 81 59 91 79,13174927750,551
56,1,cheque,0,0,+33 (0)4 98 28 73 19,96964274043,552
24,1,cheque,1,1,+33 (0)2 53 26 45 05,46394257308,553
39,1,CB,0,0,+33 5 33 29 64 49,29278858429,554
85,0,espece,1,0,+33 (0)2 30 91 57 94,14604906662,555
57,0,espece,0,0,+33 4 85 13 91 20,48004040425,556
52,0,cheque,1,0,03 89 33 24 79,66681498340,557
80,0,espece,1,0,+33 3 83 10 37 51,25710737834,558
44,0,espece,1,0,0480855483,35398373633,559
75,1,CB,1,0,01 72 05 58 77,44102924330,560
60,0,espece,0,0,+33 2 85 13 74 29,57350778790,561
40,0,espece,1,0,0558162310,98279626009,562
72,1,CB,1,1,0427665210,47189023586,563
96,1,cheque,1,0,+33 (0)3 23 27 84 12,33665574970,564
94,0,CB,0,0,+33 1 75 58 82 19,92923610916,565
82,0,CB,1,0,0254222711,64155318111,566
37,0,espece,1,1,+33 4 97 10 07 38,66525969098,567
92,1,cheque,1,1,01 49 93 79 84,49308900100,568
83,0,CB,1,1,+33 (0)4 13 50 96 02,99999260691,569
58,1,CB,0,1,0140080710,16172299121,570
71,1,CB,1,0,0478793303,78435148199,571
40,0,CB,0,0,05 17 45 70 96,15912512280,572
41,1,cheque,1,1,03 66 14 90 61,89903969160,573
20,1,espece,0,0,01 76 12 12 02,63826014394,574
57,1,espece,1,0,05 94 95 26 31,76296242884,575
46,1,CB,1,1,+33 5 19 48 72 47,46897595537,576
90,0,CB,1,0,+33 (0)5 94 00 08 02,18821340562,577
54,1,espece,0,0,01 45 04 79 78,61017108254,578
29,0,espece,1,1,01 40 86 02 76,70721319710,579
63,0,cheque,1,1,0486912484,26063390708,580
44,0,espece,0,0,+33 3 75 23 92 24,63958170645,581
66,1,espece,1,0,+33 3 23 12 07 73,72547777810,582
65,1,CB,0,0,+33 2 57 66 03 84,22483080648,583
99,0,cheque,1,1,04 15 36 94 83,81367359999,584
97,1,espece,1,1,+33 (0)1 74 17 11 39,34252363330,585
89,1,CB,1,1,+33 (0)4 81 92 63 15,62688158462,586
26,1,cheque,0,1,02 96 25 61 64,15197530401,587
50,1,CB,1,0,0252206928,27500490984,588
42,0,espece,1,1,+33 3 21 32 30 16,38636602205,589
24,1,cheque,1,1,+33 (0)4 90 66 33 14,38507346061,590
44,0,espece,0,0,+33 5 94 78 93 10,61486948941,591
38,1,espece,1,0,04 26 10 24 65,13373052820,592
49,1,CB,0,0,03 23 87 03 81,50514649455,593
50,1,CB,0,0,0372212754,33749040369,594
66,1,espece,0,0,0214360506,62207959361,595
91,1,espece,0,1,+33 (0)5 53 63 15 56,17056130588,596
42,1,CB,1,0,03 53 71 99 79,24833103948,597
32,1,CB,1,1,0494629533,90842534820,598
44,0,CB,1,1,03 87 19 57 65,80188914451,599
32,1,CB,1,0,0156286967,34566347294,600
99,1,cheque,0,0,04 93 60 87 01,47759472386,601
32,0,CB,0,0,+33 (0)5 96 74 55 41,47711944623,602
39,0,cheque,0,1,+33 5 17 60 16 68,40972822081,603
100,0,espece,0,0,+33 (0)5 56 12 46 27,36840798635,604
31,0,CB,0,0,05 46 51 56 76,55695019936,605
36,0,espece,0,0,0352401727,91029430379,606
46,1,CB,1,1,+33 (0)3 60 78 54 40,59636387360,607
93,1,espece,0,1,+33 (0)2 97 31 49 23,42839662404,608
33,1,cheque,1,0,+33 (0)2 33 23 94 20,61728477794,609
78,1,CB,1,1,0369998054,72633001481,610
77,1,espece,1,0,+33 3 39 55 65 80,98074564983,611
36,0,CB,0,0,+33 3 84 33 26 58,85214553168,612
45,0,espece,1,1,+33 (0)4 69 80 37 13,81353314423,613
86,0,CB,0,0,+33 (0)4 93 30 65 86,77614670232,614
60,1,cheque,1,0,+33 (0)3 26 18 93 16,46426295185,615
48,1,CB,0,1,+33 (0)1 69 52 38 28,61725795197,616
72,0,cheque,0,0,02 23 59 91 10,45368711067,617
87,0,cheque,0,0,0130319638,81829345906,618
35,1,espece,1,1,+33 1 60 30 96 07,74550543363,619
65,0,espece,0,1,05 19 59 08 07,70471668159,620
84,0,cheque,0,1,05 59 81 74 28,55663493101,621
35,1,espece,1,0,+33 4 30 65 71 85,21908085093,622
99,1,espece,1,0,+33 5 17 37 70 31,94424239553,623
20,1,espece,0,1,+33 1 46 92 59 73,26211328327,624
77,0,CB,1,0,03 27 46 86 32,70298424194,625
37,1,espece,0,1,05 65 81 65 45,66268754622,626
52,1,espece,1,0,+33 (0)3 80 20 64 97,57142184825,627
41,1,cheque,1,0,+33 4 67 50 09 93,56678124913,628
79,0,espece,0,1,0556132723,25546249093,629
89,0,cheque,1,1,+33 (0)6 54 66 49 22,41740181672,630
43,1,cheque,1,0,0255281208,97228732352,631
43,1,cheque,0,1,+33 1 55 07 67 39,63258822760,632
68,0,CB,0,1,+33 (0)4 88 67 40 97,48137418324,633
42,0,CB,0,0,+33 1 78 38 35 61,73642160005,634
23,1,cheque,1,1,+33 2 41 79 45 92,41988836457,635
40,1,CB,0,0,03 63 98 36 28,90956016021,636
92,1,cheque,0,1,0415115708,37488698733,637
81,1,CB,1,0,01 43 87 27 23,56064101365,638
77,0,espece,1,0,+33 4 11 75 64 37,57336366526,639
53,0,espece,0,0,+33 5 32 85 78 89,43253164610,640
35,0,cheque,0,0,+33 5 24 44 96 74,72486287617,641
91,1,cheque,1,0,03 23 67 94 19,90625888758,642
89,0,cheque,1,0,0278632641,24255861225,643
27,1,CB,1,1,+33 (0)4 43 56 13 65,83444851111,644
98,0,CB,0,0,05 96 07 73 44,93459363052,645
39,1,cheque,0,1,+33 1 72 41 30 08,60913521204,646
36,0,CB,1,1,05 57 62 52 60,65709840807,647
98,0,CB,0,0,03 82 64 68 44,46103805229,648
25,0,cheque,0,1,+33 4 37 49 35 91,25629988964,649
66,0,espece,0,1,03 85 44 02 59,15279182516,650
53,1,espece,1,0,+33 (0)5 62 48 55 74,67478231375,651
85,1,espece,0,1,0546002955,25923463479,652
68,1,CB,0,1,+33 4 65 18 58 96,21043472875,653
61,0,espece,1,1,+33 (0)5 63 68 67 99,32165856662,654
24,1,espece,1,1,+33 (0)1 69 22 51 21,52189071198,655
87,1,CB,0,0,02 69 20 57 33,98746192310,656
94,0,CB,0,0,01 43 07 56 31,41979168091,657
29,0,espece,1,1,04 58 35 54 21,97226444888,658
65,1,espece,0,0,+33 2 32 01 34 06,44697186186,659
24,0,espece,1,1,+33 (0)2 33 48 42 77,39903336785,660
59,1,CB,1,1,+33 1 78 40 14 78,78408166107,661
89,0,cheque,1,0,0222159971,63802392851,662
38,1,cheque,0,0,+33 (0)5 47 32 53 26,27099754440,663
84,1,cheque,1,0,0246061374,58871130564,664
92,0,CB,1,1,04 22 33 55 76,26792442563,665
76,1,cheque,1,1,0545643301,46719339546,666
38,0,espece,0,1,+33 5 67 19 62 45,89498767431,667
29,0,CB,1,1,0329441547,47419924188,668
22,0,espece,0,0,0388202874,92194998820,669
78,0,espece,1,0,0579671612,27124539484,670
57,1,CB,0,1,05 54 01 02 95,26194457563,671
43,1,cheque,1,1,+33 (0)5 34 77 12 75,54600094603,672
23,0,espece,1,1,+33 1 83 39 02 54,88874237822,673
31,0,cheque,0,1,04 95 13 20 01,51365255118,674
49,0,espece,0,0,+33 (0)1 70 31 42 41,14566750088,675
76,0,espece,1,1,+33 3 86 38 14 82,73090297066,676
91,1,cheque,1,0,0329760383,98538437763,677
31,0,espece,0,1,+33 2 29 55 68 23,26949748804,678
48,0,cheque,0,0,+33 2 33 19 00 88,64518832341,679
87,1,cheque,1,1,01 39 37 33 53,79263942124,680
72,0,espece,1,1,+33 4 37 09 77 16,49820935698,681
85,0,cheque,0,0,03 64 94 85 39,26508328418,682
54,0,espece,0,0,04 56 34 17 36,23614700448,683
63,0,CB,1,0,02 28 61 87 97,15332651243,684
97,1,espece,1,1,+33 5 56 16 77 96,81385646682,685
96,0,espece,0,0,03 72 09 35 01,23328425910,686
64,0,espece,1,1,+33 (0)2 97 47 93 36,56770958938,687
61,0,CB,0,0,0272321909,88169537533,688
51,0,espece,0,1,+33 (0)4 23 70 16 05,78463758560,689
68,0,espece,1,0,+33 3 82 37 50 36,29677548948,690
76,1,espece,0,1,+33 3 89 10 70 51,49173016243,691
78,1,espece,1,1,03 72 35 71 22,46638496198,692
27,0,cheque,0,1,+33 3 73 91 04 01,97428017655,693
91,1,CB,1,1,+33 4 50 26 92 13,23114365753,694
79,0,espece,1,0,+33 5 86 57 09 83,52317722831,695
97,0,espece,0,1,+33 3 62 01 78 47,11063134490,696
95,1,cheque,0,0,0360174156,66281317828,697
25,1,espece,1,1,0390629040,74453400347,698
98,1,cheque,0,0,+33 (0)3 58 99 41 15,90671146286,699
40,1,espece,0,1,+33 5 86 88 16 82,15154644136,700
81,1,espece,0,1,+33 3 64 51 70 66,72836376133,701
78,0,CB,1,1,06 01 86 26 85,29603566157,702
41,1,espece,1,1,+33 (0)5 16 16 78 09,82873600942,703
48,1,cheque,0,1,+33 3 76 34 40 44,96531780910,704
37,1,espece,0,0,0389308088,20680362051,705
36,0,espece,1,0,0145889392,35971467352,706
91,0,cheque,0,1,+33 (0)4 79 71 92 31,85863143718,707
87,0,espece,0,0,+33 3 67 37 54 01,39899459195,708
23,1,espece,0,1,+33 1 47 86 80 65,23747744206,709
24,0,cheque,0,1,+33 (0)3 63 14 17 70,35002520066,710
88,0,espece,0,0,+33 1 69 44 04 24,23321348915,711
47,0,CB,1,1,+33 (0)4 27 38 09 59,12415405333,712
28,0,espece,0,1,+33 3 22 94 41 89,92786450369,713
95,1,CB,1,0,03 27 06 09 91,78160665617,714
21,0,CB,0,1,+33 3 76 78 61 57,65738546781,715
51,1,CB,1,1,+33 (0)3 59 95 46 17,91821948986,716
20,1,CB,0,0,0257927003,32354580467,717
76,1,cheque,1,1,0415741661,61309950287,718
88,1,espece,0,0,0310616667,18812282179,719
53,0,cheque,0,0,0240375109,79427858740,720
76,1,cheque,0,1,0278172788,91829681096,721
63,1,cheque,1,1,0339795763,78432616838,722
62,1,cheque,0,1,+33 (0)3 59 20 60 61,39379054879,723
44,0,espece,0,1,02 18 33 97 31,62149706060,724
98,1,CB,0,0,+33 2 44 16 95 43,91843459426,725
53,0,espece,0,0,0519610726,81748940287,726
90,1,CB,0,0,0329151097,58889486753,727
96,0,cheque,0,0,02 19 18 99 54,24479967420,728
61,1,CB,0,1,+33 (0)4 80 81 27 63,83486280838,729
76,0,cheque,0,0,+33 1 56 89 66 23,41520641011,730
96,1,CB,1,1,+33 (0)4 27 52 01 06,49176751437,731
33,1,cheque,1,0,+33 4 65 53 00 56,31814669495,732
81,0,CB,1,0,0299253490,28476229992,733
31,0,espece,0,1,0555800519,84314797326,734
31,1,espece,1,1,0582806877,27644434996,735
67,1,cheque,0,0,0579635040,73011461876,736
44,0,CB,1,0,04 86 09 33 04,31925960384,737
73,0,CB,0,0,+33 (0)2 29 31 55 47,62608008539,738
39,0,CB,0,1,04 81 95 65 45,41664750317,739
26,0,cheque,1,0,03 27 05 10 42,50037288760,740
70,1,cheque,1,0,+33 (0)1 76 24 30 83,32146560284,741
45,0,espece,0,0,05 58 72 01 18,52961066660,742
52,1,espece,1,1,03 72 71 93 36,98879761673,743
28,0,CB,0,1,+33 (0)8 03 33 42 03,11177860671,744
43,0,espece,1,0,0415146041,44408588660,745
32,1,CB,1,0,+33 3 39 45 94 43,30500318910,746
47,1,CB,0,1,+33 5 94 78 92 31,79510597180,747
71,1,CB,0,1,+33 2 36 07 63 80,10318346969,748
73,0,cheque,0,1,+33 4 76 64 60 76,23960360082,749
69,1,espece,1,1,+33 3 52 58 87 85,50373853069,750
72,1,espece,0,0,03 63 95 78 23,75124484484,751
35,0,cheque,0,0,+33 2 30 84 85 85,89844835272,752
95,1,CB,0,1,0800763098,56701622116,753
98,0,espece,1,1,04 49 18 86 48,32762825544,754
32,0,cheque,0,0,05 56 37 20 11,25523462727,755
51,0,CB,1,1,+33 (0)1 74 94 66 61,58391426581,756
76,1,CB,1,0,04 85 74 11 63,30886315864,757
98,1,espece,1,1,0562228957,87383334597,758
62,1,CB,0,0,0556462876,16934249554,759
20,1,cheque,1,0,+33 1 74 03 19 85,65432342047,760
94,1,espece,0,0,03 45 62 62 37,43291956057,761
28,0,espece,0,1,+33 (0)4 72 28 39 57,27576720105,762
45,1,cheque,1,0,+33 (0)4 81 27 43 62,54584432374,763
99,0,cheque,0,0,+33 (0)2 23 87 50 31,24283498965,764
39,0,cheque,1,0,0556333511,71911158275,765
44,0,cheque,0,0,02 35 97 46 55,28756391496,766
89,1,espece,0,1,+33 3 44 89 71 15,94205620497,767
99,1,cheque,1,1,+33 4 89 63 94 51,26128596162,768
53,0,cheque,1,1,+33 2 31 87 03 19,94900731303,769
90,0,espece,1,1,03 56 74 13 10,69462339850,770
61,0,cheque,0,1,+33 (0)1 47 72 81 60,26189667698,771
87,1,espece,1,1,0457774728,44228882683,772
22,1,CB,1,1,+33 3 39 51 08 27,65299397954,773
55,0,cheque,1,1,+33 (0)4 89 88 81 08,96679097738,774
49,1,espece,0,0,+33 (0)3 26 86 01 33,37776737991,775
45,0,espece,0,0,+33 5 33 89 87 05,34463275123,776
69,0,cheque,1,0,01 53 60 58 69,17374357487,777
56,0,espece,1,1,+33 (0)4 78 83 76 57,58033721174,778
31,1,CB,1,1,04 67 28 80 06,83316219102,779
89,0,cheque,1,0,01 75 50 87 31,54051172782,780
85,1,CB,0,1,+33 4 87 44 27 92,54024010735,781
41,0,CB,1,1,04 13 39 60 92,38232997229,782
91,1,cheque,0,0,0285619096,65304005637,783
85,0,espece,1,1,01 58 54 72 49,88601001409,784
31,1,espece,1,1,+33 4 87 48 62 98,78658614705,785
96,0,espece,0,0,+33 (0)4 49 57 17 66,15155215392,786
55,1,cheque,0,1,+33 (0)1 44 46 90 50,74699222419,787
26,1,espece,0,1,01 83 58 72 10,23781886860,788
44,1,cheque,0,1,+33 2 72 96 95 29,89692597998,789
29,1,espece,1,0,0495879763,81502567563,790
70,0,espece,0,1,+33 1 73 88 60 24,77163455411,791
21,0,CB,1,0,0253397432,42562669415,792
66,0,espece,1,1,+33 (0)3 22 58 99 24,35916669728,793
33,0,CB,0,1,04 11 60 60 07,42833505208,794
76,0,espece,0,1,0492169417,73345030144,795
39,1,espece,0,1,04 77 64 32 37,38882581137,796
30,0,CB,0,1,0143580547,14470369088,797
74,1,espece,1,0,03 84 15 55 76,13007302321,798
78,1,cheque,1,1,0582563998,63085215976,799
73,1,CB,1,0,0497757297,68167309874,800
27,0,espece,0,0,+33 4 90 28 57 95,93553399669,801
86,0,espece,1,0,+33 (0)4 94 21 86 33,24248414643,802
87,0,CB,1,1,0252529941,92890311391,803
58,0,espece,0,1,+33 (0)4 76 95 76 57,89857933270,804
44,1,CB,1,1,+33 3 56 59 08 55,31213587387,805
40,0,espece,0,1,+33 2 72 42 74 34,80161865744,806
92,0,espece,0,0,+33 4 26 42 14 52,59313047492,807
81,0,espece,0,0,0232378040,57554113247,808
89,0,espece,0,1,+33 3 21 41 15 93,82766483123,809
69,0,CB,0,0,04 73 95 06 33,89580952821,810
75,1,espece,1,0,05 57 81 26 16,76594317811,811
67,0,cheque,0,1,+33 (0)2 21 39 77 54,51448744068,812
50,1,CB,1,1,+33 4 83 04 07 74,26038363433,813
82,0,cheque,1,1,+33 (0)1 41 16 69 99,33234506480,814
62,1,cheque,1,0,+33 (0)1 64 13 80 77,62711875546,815
46,0,CB,0,0,02 40 68 82 71,47397640923,816
74,0,CB,1,1,0536939273,46615342770,817
36,0,espece,0,0,+33 (0)3 63 64 32 42,19966545642,818
81,1,CB,1,0,0486814381,31795304523,819
24,1,CB,1,0,0355783284,44353344665,820
100,1,espece,0,0,04 57 29 09 32,35025333514,821
91,1,CB,1,0,+33 (0)3 39 98 52 90,38685896121,822
68,1,espece,1,1,05 31 90 56 23,98297887870,823
59,0,cheque,0,0,0362464831,18465952316,824
90,1,espece,1,1,04 65 58 85 88,78389421942,825
48,0,cheque,1,0,0519286724,86000846891,826
37,1,CB,0,1,02 35 20 55 10,76377729652,827
50,1,espece,0,0,+33 2 35 01 68 25,50551541142,828
74,1,cheque,0,0,05 81 18 15 40,17545505690,829
89,1,CB,0,0,0375728754,72643334328,830
73,1,CB,1,0,04 80 43 31 59,28526522896,831
88,1,espece,0,1,+33 (0)1 40 69 95 80,40720105169,832
88,1,CB,1,1,05 47 52 60 29,29237334870,833
85,0,espece,0,1,+33 2 98 46 19 42,85123382683,834
88,1,espece,0,0,01 41 40 22 94,35976585835,835
96,0,CB,0,0,+33 (0)4 74 83 80 33,37048870462,836
31,1,cheque,0,1,02 78 00 89 50,39850781368,837
78,1,cheque,0,0,02 35 11 50 33,94571963051,838
34,1,espece,0,1,+33 (0)3 22 08 98 65,28236001185,839
50,1,espece,0,1,08 01 76 94 28,40209281818,840
58,1,CB,1,0,+33 3 45 09 60 23,29971532927,841
29,0,espece,0,0,+33 4 93 78 31 33,94082727435,842
81,0,cheque,1,1,0261461438,84342709998,843
24,0,espece,1,1,02 56 38 04 10,59595363316,844
57,1,CB,1,1,+33 1 46 27 36 05,52199845129,845
76,0,espece,1,1,0554715552,52354211147,846
28,0,CB,1,0,04 72 28 52 03,83107741000,847
90,0,CB,0,0,0430136667,23271733351,848
76,0,espece,0,1,+33 5 16 70 66 59,49243082690,849
51,1,CB,1,1,+33 (0)1 75 47 66 72,15663653478,850
79,0,espece,0,1,04 85 42 26 53,43896945862,851
97,1,espece,0,0,+33 4 88 40 22 16,47028918090,852
94,0,cheque,0,0,+33 (0)1 40 87 72 60,39342459474,853
35,0,CB,1,1,04 58 87 41 46,96223130268,854
66,1,espece,1,0,0384827762,77656669433,855
26,0,espece,1,1,0141378625,65984415498,856
54,0,cheque,1,1,0277714559,62927434474,857
53,0,CB,0,1,+33 (0)3 45 82 75 92,33419561550,858
75,0,espece,0,1,03 66 78 17 14,95491452525,859
87,0,CB,0,1,+33 5 61 11 26 30,86246499662,860
32,0,cheque,1,0,+33 (0)1 58 33 40 88,45413278806,861
38,1,CB,0,1,+33 3 80 50 20 41,75722789499,862
40,1,espece,0,1,04 63 31 56 37,78617323048,863
42,0,CB,0,1,+33 (0)1 64 22 45 24,98683218605,864
78,1,espece,1,0,+33 (0)3 20 20 81 38,26805275370,865
43,0,espece,0,1,+33 (0)4 80 83 75 79,98788268522,866
48,1,espece,0,1,03 53 82 13 35,19001115745,867
78,1,cheque,0,0,0221696150,92699883638,868
24,1,cheque,1,0,05 40 06 02 26,99097430958,869
90,0,espece,0,0,+33 5 40 03 06 40,42696754400,870
81,1,cheque,0,1,+33 (0)2 44 21 25 53,32329456568,871
87,1,cheque,1,1,+33 7 05 96 47 54,63818996938,872
85,1,cheque,1,0,+33 (0)4 27 96 22 96,43619139084,873
79,0,cheque,1,1,+33 4 75 13 93 48,89549526444,874
73,0,espece,1,1,0155081140,79059058582,875
23,0,cheque,0,0,0387088395,50078032851,876
52,1,CB,0,0,+33 5 86 38 07 21,49911728435,877
23,0,cheque,1,1,+33 (0)2 36 52 30 94,49407134003,878
95,0,espece,1,1,04 74 57 17 18,74017341928,879
24,0,cheque,0,0,0495584328,49010475675,880
62,0,CB,0,1,+33 5 82 49 26 81,97334081782,881
89,1,CB,0,0,+33 1 49 95 87 74,66242122192,882
96,0,cheque,0,1,+33 3 29 75 63 64,11572193791,883
26,1,CB,0,0,+33 (0)2 35 97 15 82,97328872529,884
75,0,espece,1,0,+33 (0)4 89 09 86 82,84491585566,885
39,0,CB,1,0,+33 3 58 13 58 25,80965811458,886
30,1,CB,0,1,0172344929,58134525731,887
72,1,espece,0,0,02 55 68 26 57,89320921664,888
59,0,cheque,1,0,0579738796,60754896911,889
50,0,espece,1,0,+33 (0)4 95 41 92 66,15578851712,890
33,0,espece,0,1,+33 (0)4 20 47 22 94,18837978883,891
80,1,CB,0,1,04 42 37 09 03,54446786302,892
82,1,CB,0,0,04 99 47 00 06,55968209581,893
68,0,cheque,0,1,+33 (0)4 65 52 77 64,71877227779,894
29,1,CB,0,0,0801593822,83402831161,895
32,1,espece,1,1,0463177319,30366939542,896
21,0,CB,1,0,0248203598,59586663082,897
35,0,CB,1,1,0359990161,37786698315,898
99,1,CB,1,1,0255219796,69391095838,899
27,1,CB,0,1,+33 5 16 67 81 80,21561328921,900
30,1,CB,1,0,04 20 03 97 83,69190177897,901
50,0,cheque,1,0,+33 4 34 50 18 73,37108115613,902
40,1,espece,1,1,0170191759,57357958890,903
100,1,espece,0,1,0415256218,40823756372,904
47,1,espece,0,0,+33 (0)2 52 34 45 35,84357662699,905
83,1,cheque,0,1,0276520767,22924825111,906
44,1,CB,0,1,+33 (0)1 55 26 52 09,16468305318,907
87,0,cheque,0,1,+33 4 34 45 30 94,66907837431,908
99,1,cheque,1,0,0434480738,36105840340,909
93,0,espece,1,0,+33 (0)1 42 72 41 16,57094430509,910
75,1,cheque,1,1,0141153352,43532609534,911
98,1,CB,0,0,+33 4 11 89 11 86,30848851712,912
89,0,CB,1,1,+33 (0)3 25 57 27 74,35372841055,913
87,0,CB,0,0,0474121494,57158837170,914
48,0,espece,0,0,+33 3 44 48 58 11,10342807519,915
91,1,cheque,1,1,+33 (0)1 41 03 58 79,58700004681,916
57,0,CB,1,0,03 63 58 16 42,40471544626,917
25,0,espece,0,1,0559716051,43762541474,918
82,1,cheque,1,1,+33 (0)4 20 07 89 09,13130565768,919
65,0,CB,1,0,01 82 73 89 62,11829424237,920
48,0,cheque,1,1,04 94 93 58 11,46946930806,921
42,0,CB,1,0,0555007859,27173126714,922
96,1,espece,0,1,05 63 69 67 47,85727357199,923
42,1,cheque,0,1,+33 2 48 33 77 32,22994191458,924
24,0,espece,1,1,+33 (0)1 82 53 03 74,14969761657,925
64,0,espece,1,0,05 46 80 83 03,95881985231,926
75,0,CB,1,0,01 44 88 89 11,12893714028,927
28,0,CB,1,1,01 73 88 59 90,83278248821,928
81,0,cheque,1,0,+33 5 63 13 47 86,86202073138,929
35,0,CB,1,1,0491213982,45290125672,930
99,0,cheque,1,0,+33 (0)3 69 78 03 09,85556595649,931
68,0,espece,0,1,03 63 86 90 20,50413118342,932
37,1,cheque,0,1,+33 3 85 17 62 58,58745352341,933
73,0,CB,1,0,02 49 84 21 83,31860901204,934
68,1,CB,0,0,03 57 17 54 49,12252133285,935
52,1,espece,1,0,03 56 78 96 97,49523335973,936
23,0,CB,1,1,+33 4 75 16 97 60,77662971631,937
81,1,cheque,1,0,+33 4 67 45 07 34,76077192722,938
93,0,cheque,0,0,0466309279,67553999654,939
82,0,cheque,0,0,+33 (0)1 70 35 66 35,69792965882,940
29,0,CB,0,1,0351406073,90741811280,941
99,0,espece,0,0,+33 4 76 02 89 98,36529821167,942
58,0,CB,0,1,+33 (0)4 27 99 99 34,38318649539,943
31,0,CB,1,0,+33 2 35 70 12 62,76774338440,944
99,0,CB,0,0,02 29 34 28 72,95637798626,945
40,1,cheque,1,1,03 66 06 64 19,32662893051,946
87,0,espece,1,0,02 98 84 99 43,28408750231,947
71,1,espece,1,1,+33 (0)3 22 95 78 80,15018434643,948
23,0,CB,1,0,0222013819,37458198440,949
